,Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
2262,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,303.15,1.0663,10.1016/j.molliq.2022.120420
2263,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,308.15,1.0631,10.1016/j.molliq.2022.120420
2264,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,313.15,1.06,10.1016/j.molliq.2022.120420
2265,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,318.15,1.0571,10.1016/j.molliq.2022.120420
2266,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,323.15,1.0542,10.1016/j.molliq.2022.120420
2267,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,328.15,1.0514,10.1016/j.molliq.2022.120420
2268,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,333.15,1.0487,10.1016/j.molliq.2022.120420
2269,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,338.15,1.0461,10.1016/j.molliq.2022.120420
2270,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,343.15,1.0433,10.1016/j.molliq.2022.120420
2271,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,348.15,1.0404,10.1016/j.molliq.2022.120420
2272,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.25,0.75,,353.15,1.0373,10.1016/j.molliq.2022.120420
2273,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,293.15,1.0699,10.1016/j.molliq.2022.120420
2274,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,298.15,1.0666,10.1016/j.molliq.2022.120420
2275,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,303.15,1.0633,10.1016/j.molliq.2022.120420
2276,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,308.15,1.0601,10.1016/j.molliq.2022.120420
2277,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,313.15,1.0569,10.1016/j.molliq.2022.120420
2278,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,318.15,1.0537,10.1016/j.molliq.2022.120420
2279,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,323.15,1.0502,10.1016/j.molliq.2022.120420
2280,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,328.15,1.0472,10.1016/j.molliq.2022.120420
2281,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,333.15,1.044,10.1016/j.molliq.2022.120420
2282,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,338.15,1.0408,10.1016/j.molliq.2022.120420
2283,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,343.15,1.0376,10.1016/j.molliq.2022.120420
2284,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,348.15,1.0344,10.1016/j.molliq.2022.120420
2285,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.2,0.8,,353.15,1.0312,10.1016/j.molliq.2022.120420
2286,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,293.15,1.067,10.1016/j.molliq.2022.120420
2287,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,298.15,1.0626,10.1016/j.molliq.2022.120420
2288,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,303.15,1.0581,10.1016/j.molliq.2022.120420
2289,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,308.15,1.0539,10.1016/j.molliq.2022.120420
2290,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,313.15,1.0501,10.1016/j.molliq.2022.120420
2291,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,318.15,1.0465,10.1016/j.molliq.2022.120420
2292,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,323.15,1.0435,10.1016/j.molliq.2022.120420
2293,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,328.15,1.0406,10.1016/j.molliq.2022.120420
2294,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,333.15,1.0379,10.1016/j.molliq.2022.120420
2295,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,338.15,1.0353,10.1016/j.molliq.2022.120420
2296,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,343.15,1.0327,10.1016/j.molliq.2022.120420
2297,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,348.15,1.03,10.1016/j.molliq.2022.120420
2298,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.167,0.833,,353.15,1.027,10.1016/j.molliq.2022.120420
2299,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,293.15,1.0645,10.1016/j.molliq.2022.120420
2300,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,298.15,1.0598,10.1016/j.molliq.2022.120420
2301,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,303.15,1.0553,10.1016/j.molliq.2022.120420
2302,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,308.15,1.0509,10.1016/j.molliq.2022.120420
2303,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,313.15,1.0474,10.1016/j.molliq.2022.120420
2304,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,318.15,1.0443,10.1016/j.molliq.2022.120420
2305,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,323.15,1.0412,10.1016/j.molliq.2022.120420
2306,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,328.15,1.0384,10.1016/j.molliq.2022.120420
2307,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,333.15,1.0357,10.1016/j.molliq.2022.120420
2308,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,338.15,1.0331,10.1016/j.molliq.2022.120420
2309,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,343.15,1.0302,10.1016/j.molliq.2022.120420
2310,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,348.15,1.027,10.1016/j.molliq.2022.120420
2311,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.143,0.857,,353.15,1.0235,10.1016/j.molliq.2022.120420
2312,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,293.15,1.063,10.1016/j.molliq.2022.120420
2313,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,298.15,1.0595,10.1016/j.molliq.2022.120420
2314,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,303.15,1.0559,10.1016/j.molliq.2022.120420
2315,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,308.15,1.0523,10.1016/j.molliq.2022.120420
2316,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,313.15,1.0488,10.1016/j.molliq.2022.120420
2317,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,318.15,1.0452,10.1016/j.molliq.2022.120420
2318,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,323.15,1.0416,10.1016/j.molliq.2022.120420
2319,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,328.15,1.038,10.1016/j.molliq.2022.120420
2320,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,333.15,1.0344,10.1016/j.molliq.2022.120420
2321,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,338.15,1.0308,10.1016/j.molliq.2022.120420
2322,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,343.15,1.0272,10.1016/j.molliq.2022.120420
2323,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,348.15,1.0235,10.1016/j.molliq.2022.120420
2324,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.125,0.875,,353.15,1.0199,10.1016/j.molliq.2022.120420
2325,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,293.15,1.0617,10.1016/j.molliq.2022.120420
2326,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,298.15,1.0571,10.1016/j.molliq.2022.120420
2327,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,303.15,1.0523,10.1016/j.molliq.2022.120420
2328,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,308.15,1.0478,10.1016/j.molliq.2022.120420
2329,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,313.15,1.0436,10.1016/j.molliq.2022.120420
2330,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,318.15,1.0397,10.1016/j.molliq.2022.120420
2331,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,323.15,1.0364,10.1016/j.molliq.2022.120420
2332,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,328.15,1.0333,10.1016/j.molliq.2022.120420
2333,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,333.15,1.0306,10.1016/j.molliq.2022.120420
2334,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,338.15,1.028,10.1016/j.molliq.2022.120420
2335,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,343.15,1.0252,10.1016/j.molliq.2022.120420
2336,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,348.15,1.0217,10.1016/j.molliq.2022.120420
2337,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.111,0.889,,353.15,1.0181,10.1016/j.molliq.2022.120420
2338,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,293.15,1.0601,10.1016/j.molliq.2022.120420
2339,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,298.15,1.0564,10.1016/j.molliq.2022.120420
2340,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,303.15,1.0527,10.1016/j.molliq.2022.120420
2341,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,308.15,1.0489,10.1016/j.molliq.2022.120420
2342,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,313.15,1.0452,10.1016/j.molliq.2022.120420
2343,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,318.15,1.0415,10.1016/j.molliq.2022.120420
2344,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,323.15,1.0379,10.1016/j.molliq.2022.120420
2345,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,328.15,1.0342,10.1016/j.molliq.2022.120420
2346,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,333.15,1.0304,10.1016/j.molliq.2022.120420
2347,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,338.15,1.0267,10.1016/j.molliq.2022.120420
2348,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,343.15,1.0229,10.1016/j.molliq.2022.120420
2349,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,348.15,1.0191,10.1016/j.molliq.2022.120420
2350,2,Ⅲ,0,0,1,0,0,Choline chloride,o-cresol,,0.1,0.9,,353.15,1.0153,10.1016/j.molliq.2022.120420
2351,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,293.15,1.0747,10.1016/j.molliq.2022.120420
2352,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,298.15,1.0718,10.1016/j.molliq.2022.120420
2353,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,303.15,1.0688,10.1016/j.molliq.2022.120420
2354,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,308.15,1.0658,10.1016/j.molliq.2022.120420
2355,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,313.15,1.0628,10.1016/j.molliq.2022.120420
2356,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,318.15,1.0599,10.1016/j.molliq.2022.120420
2357,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,323.15,1.0569,10.1016/j.molliq.2022.120420
2358,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,328.15,1.054,10.1016/j.molliq.2022.120420
2359,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,333.15,1.0511,10.1016/j.molliq.2022.120420
2360,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,338.15,1.0482,10.1016/j.molliq.2022.120420
2361,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,343.15,1.0453,10.1016/j.molliq.2022.120420
2362,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,348.15,1.0424,10.1016/j.molliq.2022.120420
2363,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.373,0.627,,353.15,1.0395,10.1016/j.molliq.2022.120420
2364,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,293.15,1.0718,10.1016/j.molliq.2022.120420
2365,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,298.15,1.0686,10.1016/j.molliq.2022.120420
2366,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,303.15,1.0655,10.1016/j.molliq.2022.120420
2367,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,308.15,1.0624,10.1016/j.molliq.2022.120420
2368,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,313.15,1.0594,10.1016/j.molliq.2022.120420
2369,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,318.15,1.0565,10.1016/j.molliq.2022.120420
2370,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,323.15,1.0536,10.1016/j.molliq.2022.120420
2371,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,328.15,1.0509,10.1016/j.molliq.2022.120420
2372,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,333.15,1.0481,10.1016/j.molliq.2022.120420
2373,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,338.15,1.0454,10.1016/j.molliq.2022.120420
2374,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,343.15,1.0427,10.1016/j.molliq.2022.120420
2375,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,348.15,1.0399,10.1016/j.molliq.2022.120420
2376,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.333,0.667,,353.15,1.037,10.1016/j.molliq.2022.120420
2377,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,293.15,1.0636,10.1016/j.molliq.2022.120420
2378,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,298.15,1.0604,10.1016/j.molliq.2022.120420
2379,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,303.15,1.0571,10.1016/j.molliq.2022.120420
2380,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,308.15,1.054,10.1016/j.molliq.2022.120420
2381,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,313.15,1.0508,10.1016/j.molliq.2022.120420
2382,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,318.15,1.0477,10.1016/j.molliq.2022.120420
2383,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,323.15,1.0447,10.1016/j.molliq.2022.120420
2384,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,328.15,1.0418,10.1016/j.molliq.2022.120420
2385,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,333.15,1.0389,10.1016/j.molliq.2022.120420
2386,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,338.15,1.0361,10.1016/j.molliq.2022.120420
2387,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,343.15,1.0332,10.1016/j.molliq.2022.120420
2388,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,348.15,1.0302,10.1016/j.molliq.2022.120420
2389,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.25,0.75,,353.15,1.0271,10.1016/j.molliq.2022.120420
2390,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,293.15,1.0585,10.1016/j.molliq.2022.120420
2391,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,298.15,1.0552,10.1016/j.molliq.2022.120420
2392,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,303.15,1.0519,10.1016/j.molliq.2022.120420
2393,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,308.15,1.0486,10.1016/j.molliq.2022.120420
2394,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,313.15,1.0453,10.1016/j.molliq.2022.120420
2395,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,318.15,1.0421,10.1016/j.molliq.2022.120420
2396,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,323.15,1.0389,10.1016/j.molliq.2022.120420
2397,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,328.15,1.036,10.1016/j.molliq.2022.120420
2398,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,333.15,1.0332,10.1016/j.molliq.2022.120420
2399,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,338.15,1.0304,10.1016/j.molliq.2022.120420
2400,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,343.15,1.0273,10.1016/j.molliq.2022.120420
2401,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,348.15,1.0242,10.1016/j.molliq.2022.120420
2402,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.2,0.8,,353.15,1.021,10.1016/j.molliq.2022.120420
2403,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,293.15,1.0554,10.1016/j.molliq.2022.120420
2404,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,298.15,1.0521,10.1016/j.molliq.2022.120420
2405,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,303.15,1.0488,10.1016/j.molliq.2022.120420
2406,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,308.15,1.0455,10.1016/j.molliq.2022.120420
2407,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,313.15,1.0423,10.1016/j.molliq.2022.120420
2408,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,318.15,1.039,10.1016/j.molliq.2022.120420
2409,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,323.15,1.0357,10.1016/j.molliq.2022.120420
2410,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,328.15,1.0324,10.1016/j.molliq.2022.120420
2411,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,333.15,1.0292,10.1016/j.molliq.2022.120420
2412,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,338.15,1.0259,10.1016/j.molliq.2022.120420
2413,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,343.15,1.0226,10.1016/j.molliq.2022.120420
2414,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,348.15,1.0193,10.1016/j.molliq.2022.120420
2415,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.167,0.833,,353.15,1.0161,10.1016/j.molliq.2022.120420
2416,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,293.15,1.0521,10.1016/j.molliq.2022.120420
2417,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,298.15,1.0486,10.1016/j.molliq.2022.120420
2418,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,303.15,1.0452,10.1016/j.molliq.2022.120420
2419,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,308.15,1.0418,10.1016/j.molliq.2022.120420
2420,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,313.15,1.0383,10.1016/j.molliq.2022.120420
2421,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,318.15,1.0349,10.1016/j.molliq.2022.120420
2422,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,323.15,1.0315,10.1016/j.molliq.2022.120420
2423,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,328.15,1.0281,10.1016/j.molliq.2022.120420
2424,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,333.15,1.0247,10.1016/j.molliq.2022.120420
2425,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,338.15,1.0213,10.1016/j.molliq.2022.120420
2426,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,343.15,1.0179,10.1016/j.molliq.2022.120420
2427,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,348.15,1.0145,10.1016/j.molliq.2022.120420
2428,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.143,0.857,,353.15,1.011,10.1016/j.molliq.2022.120420
2429,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,293.15,1.0506,10.1016/j.molliq.2022.120420
2430,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,298.15,1.0472,10.1016/j.molliq.2022.120420
2431,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,303.15,1.0439,10.1016/j.molliq.2022.120420
2432,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,308.15,1.0406,10.1016/j.molliq.2022.120420
2433,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,313.15,1.0372,10.1016/j.molliq.2022.120420
2434,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,318.15,1.0338,10.1016/j.molliq.2022.120420
2435,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,323.15,1.0304,10.1016/j.molliq.2022.120420
2436,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,328.15,1.027,10.1016/j.molliq.2022.120420
2437,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,333.15,1.0236,10.1016/j.molliq.2022.120420
2438,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,338.15,1.0202,10.1016/j.molliq.2022.120420
2439,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,343.15,1.0168,10.1016/j.molliq.2022.120420
2440,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,348.15,1.0133,10.1016/j.molliq.2022.120420
2441,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.125,0.875,,353.15,1.0099,10.1016/j.molliq.2022.120420
2442,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,293.15,1.0493,10.1016/j.molliq.2022.120420
2443,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,298.15,1.0459,10.1016/j.molliq.2022.120420
2444,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,303.15,1.0425,10.1016/j.molliq.2022.120420
2445,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,308.15,1.039,10.1016/j.molliq.2022.120420
2446,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,313.15,1.0355,10.1016/j.molliq.2022.120420
2447,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,318.15,1.0321,10.1016/j.molliq.2022.120420
2448,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,323.15,1.0286,10.1016/j.molliq.2022.120420
2449,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,328.15,1.0252,10.1016/j.molliq.2022.120420
2450,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,333.15,1.0218,10.1016/j.molliq.2022.120420
2451,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,338.15,1.0183,10.1016/j.molliq.2022.120420
2452,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,343.15,1.0148,10.1016/j.molliq.2022.120420
2453,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,348.15,1.0113,10.1016/j.molliq.2022.120420
2454,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.111,0.889,,353.15,1.0078,10.1016/j.molliq.2022.120420
2455,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.1,0.9,,293.15,1.0477,10.1016/j.molliq.2022.120420
2456,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.1,0.9,,298.15,1.043,10.1016/j.molliq.2022.120420
2457,2,Ⅲ,0,0,1,0,0,Choline chloride,m-cresol,,0.1,0.9,,303.15,1.0393,10.1016/j.molliq.2022.120420
